Date,Store_ID,Product_ID,Units_Sold,Demand_Forecast,Discount,Weather_Condition,Holiday/Promotion,Region,Competitor_Pricing,Seasonality
2022-09-30,S004,P0011,381,398.66,0.05,Cloudy,1,South,87.94,Summer
2022-09-30,S004,P0012,197,196.83,0.15,Sunny,1,South,89.38,Spring
2022-09-30,S004,P0013,137,153.03,0.05,Rainy,1,West,42.32,Winter
2022-09-30,S004,P0014,22,25.27,0.15,Rainy,0,South,37.59,Winter
2022-09-30,S004,P0015,114,115.34,0.10,Rainy,1,North,55.84,Summer
2022-09-30,S004,P0016,351,343.34,0.15,Snowy,1,East,35.68,Summer
2022-09-30,S004,P0017,303,297.13,0.00,Sunny,0,East,34.92,Autumn
2022-09-30,S004,P0018,61,52.26,0.05,Sunny,0,West,47.34,Summer
2022-09-30,S004,P0019,11,14.14,0.05,Snowy,1,North,39.35,Summer
2022-09-30,S004,P0020,292,298.01,0.05,Snowy,1,South,27.08,Spring
2022-09-30,S005,P0001,160,165.58,0.05,Rainy,0,East,35.80,Autumn
2022-09-30,S005,P0002,176,168.90,0.05,Cloudy,1,East,75.48,Summer
2022-09-30,S005,P0003,45,62.01,0.05,Cloudy,0,West,38.69,Spring
2022-09-30,S005,P0004,26,43.81,0.10,Rainy,1,West,86.22,Spring
2022-09-30,S005,P0005,177,188.62,0.15,Cloudy,0,North,66.36,Autumn
2022-09-30,S005,P0006,25,36.97,0.00,Sunny,1,East,21.08,Spring
2022-09-30,S005,P0007,365,384.82,0.15,Snowy,1,East,28.45,Spring
2022-09-30,S005,P0008,45,64.09,0.15,Rainy,1,West,86.99,Summer
2022-09-30,S005,P0009,6,13.07,0.20,Rainy,1,East,70.12,Winter
2022-09-30,S005,P0010,129,138.38,0.15,Snowy,1,East,43.93,Spring
2022-09-30,S005,P0011,160,169.64,0.00,Cloudy,1,East,5.77,Autumn
2022-09-30,S005,P0012,82,80.53,0.20,Sunny,0,East,50.22,Autumn
2022-09-30,S005,P0013,20,35.63,0.15,Rainy,0,West,48.28,Autumn
2022-09-30,S005,P0014,64,57.38,0.00,Sunny,1,South,61.37,Winter
2022-09-30,S005,P0015,181,189.27,0.10,Rainy,0,West,79.62,Autumn
2022-09-30,S005,P0016,286,289.40,0.15,Cloudy,0,West,59.10,Autumn
2022-09-30,S005,P0017,14,24.86,0.10,Sunny,0,North,51.84,Summer
2022-09-30,S005,P0018,97,108.41,0.10,Snowy,1,East,64.50,Winter
2022-09-30,S005,P0019,46,54.05,0.20,Rainy,1,North,69.32,Spring
2022-09-30,S005,P0020,40,44.52,0.10,Cloudy,0,South,23.48,Summer
2022-10-01,S001,P0001,201,209.06,0.10,Snowy,0,West,62.94,Winter
2022-10-01,S001,P0002,66,60.92,0.15,Sunny,0,West,55.80,Winter
2022-10-01,S001,P0003,112,117.00,0.20,Cloudy,1,South,48.43,Winter
2022-10-01,S001,P0004,101,91.46,0.05,Snowy,0,East,35.97,Autumn
2022-10-01,S001,P0005,129,130.62,0.10,Rainy,1,South,59.14,Autumn
2022-10-01,S001,P0006,148,149.85,0.05,Sunny,1,North,57.16,Spring
2022-10-01,S001,P0007,86,83.48,0.05,Cloudy,0,North,54.23,Autumn
2022-10-01,S001,P0008,207,203.76,0.15,Snowy,1,North,67.73,Spring
2022-10-01,S001,P0009,201,220.63,0.20,Cloudy,0,East,78.61,Spring
2022-10-01,S001,P0010,213,216.41,0.20,Snowy,0,West,67.05,Autumn
2022-10-01,S001,P0011,11,13.59,0.00,Snowy,0,North,29.02,Spring
2022-10-01,S001,P0012,100,99.65,0.15,Rainy,0,East,19.82,Summer
2022-10-01,S001,P0013,44,59.62,0.15,Cloudy,1,South,23.41,Spring
2022-10-01,S001,P0014,197,190.88,0.05,Rainy,1,South,87.56,Summer
2022-10-01,S001,P0015,373,374.48,0.00,Snowy,1,West,49.69,Autumn
2022-10-01,S001,P0016,244,236.12,0.15,Snowy,1,North,85.02,Spring
2022-10-01,S001,P0017,20,11.74,0.10,Sunny,0,South,78.50,Winter
2022-10-01,S001,P0018,327,326.80,0.05,Cloudy,1,West,20.61,Summer
2022-10-01,S001,P0019,348,360.38,0.05,Snowy,0,East,73.47,Spring
2022-10-01,S001,P0020,24,22.61,0.15,Rainy,0,East,76.19,Spring
2022-10-01,S002,P0001,414,415.49,0.15,Rainy,0,South,62.34,Winter
2022-10-01,S002,P0002,101,104.71,0.15,Cloudy,1,West,31.30,Autumn
2022-10-01,S002,P0003,25,33.16,0.10,Cloudy,1,East,73.25,Spring
2022-10-01,S002,P0004,208,219.71,0.15,Rainy,0,East,80.84,Summer
2022-10-01,S002,P0005,350,369.30,0.15,Sunny,0,East,85.33,Winter
2022-10-01,S002,P0006,125,135.63,0.10,Snowy,1,North,90.69,Summer
2022-10-01,S002,P0007,182,190.29,0.00,Sunny,0,North,14.54,Winter
2022-10-01,S002,P0008,64,82.76,0.10,Snowy,0,North,29.38,Summer
2022-10-01,S002,P0009,21,12.81,0.15,Rainy,0,East,60.55,Winter
2022-10-01,S002,P0010,180,194.18,0.10,Cloudy,1,East,22.12,Spring
2022-10-01,S002,P0011,212,219.39,0.15,Snowy,1,East,12.86,Spring
2022-10-01,S002,P0012,35,28.83,0.20,Snowy,0,South,39.50,Spring
2022-10-01,S002,P0013,169,168.04,0.00,Sunny,1,East,38.64,Spring
2022-10-01,S002,P0014,156,154.70,0.15,Sunny,1,West,34.04,Autumn
2022-10-01,S002,P0015,12,10.78,0.00,Rainy,1,North,42.16,Spring
2022-10-01,S002,P0016,18,28.68,0.10,Sunny,1,East,38.96,Winter
2022-10-01,S002,P0017,107,124.68,0.10,Cloudy,0,South,70.67,Spring
2022-10-01,S002,P0018,44,62.67,0.00,Snowy,1,East,66.13,Spring
2022-10-01,S002,P0019,167,174.99,0.00,Snowy,0,East,71.02,Winter
2022-10-01,S002,P0020,277,278.29,0.15,Cloudy,0,North,87.42,Summer
2022-10-01,S003,P0001,383,387.83,0.15,Rainy,1,South,79.56,Winter
2022-10-01,S003,P0002,40,30.46,0.15,Snowy,0,East,15.06,Summer
2022-10-01,S003,P0003,114,129.32,0.20,Snowy,1,East,92.64,Spring
2022-10-01,S003,P0004,230,229.47,0.10,Snowy,0,West,13.10,Winter
2022-10-01,S003,P0005,144,138.75,0.15,Snowy,1,East,39.81,Winter
2022-10-01,S003,P0006,329,323.38,0.15,Sunny,1,West,74.15,Spring
2022-10-01,S003,P0007,132,123.21,0.20,Sunny,1,West,79.25,Autumn
2022-10-01,S003,P0008,32,38.56,0.05,Snowy,1,South,94.64,Autumn
2022-10-01,S003,P0009,39,36.42,0.10,Cloudy,0,East,44.67,Spring
2022-10-01,S003,P0010,206,211.44,0.05,Snowy,1,North,93.84,Summer
2022-10-01,S003,P0011,245,264.18,0.10,Sunny,0,North,32.57,Winter
2022-10-01,S003,P0012,65,81.90,0.15,Sunny,0,South,39.29,Autumn
2022-10-01,S003,P0013,16,9.68,0.15,Rainy,1,West,93.20,Summer
2022-10-01,S003,P0014,8,4.93,0.00,Rainy,1,West,7.94,Autumn
2022-10-01,S003,P0015,106,102.02,0.05,Cloudy,0,East,51.91,Summer
2022-10-01,S003,P0016,65,79.58,0.10,Sunny,0,South,8.03,Autumn
2022-10-01,S003,P0017,16,29.04,0.00,Snowy,0,West,74.51,Winter
2022-10-01,S003,P0018,381,383.40,0.20,Cloudy,0,West,37.28,Winter
2022-10-01,S003,P0019,139,136.80,0.10,Snowy,0,West,35.27,Autumn
2022-10-01,S003,P0020,227,224.32,0.15,Rainy,0,East,68.56,Spring
2022-10-01,S004,P0001,120,130.96,0.05,Snowy,1,North,79.25,Summer
2022-10-01,S004,P0002,173,163.79,0.00,Snowy,0,West,91.34,Winter
2022-10-01,S004,P0003,193,189.97,0.00,Cloudy,1,East,86.21,Spring
2022-10-01,S004,P0004,47,53.21,0.00,Snowy,0,North,61.19,Spring
2022-10-01,S004,P0005,43,36.65,0.00,Sunny,0,East,11.79,Autumn
2022-10-01,S004,P0006,25,23.15,0.00,Rainy,0,South,22.29,Autumn
2022-10-01,S004,P0007,182,191.64,0.10,Snowy,0,West,29.16,Spring
2022-10-01,S004,P0008,198,211.58,0.00,Snowy,1,West,41.30,Summer
2022-10-01,S004,P0009,483,480.36,0.20,Cloudy,0,North,98.59,Summer
2022-10-01,S004,P0010,130,130.89,0.10,Rainy,1,South,61.39,Spring
2022-10-01,S004,P0011,101,104.20,0.15,Cloudy,1,North,10.78,Spring
2022-10-01,S004,P0012,72,66.04,0.00,Sunny,1,South,64.46,Autumn
2022-10-01,S004,P0013,240,252.79,0.15,Snowy,1,South,24.96,Spring
2022-10-01,S004,P0014,11,22.76,0.00,Cloudy,1,East,83.50,Spring
2022-10-01,S004,P0015,231,226.92,0.10,Snowy,1,South,44.33,Winter
2022-10-01,S004,P0016,212,224.69,0.15,Cloudy,0,East,91.45,Spring
2022-10-01,S004,P0017,213,228.77,0.10,Rainy,0,North,35.61,Autumn
2022-10-01,S004,P0018,125,126.35,0.00,Snowy,1,South,94.28,Summer
2022-10-01,S004,P0019,43,51.98,0.00,Sunny,1,South,14.13,Autumn
2022-10-01,S004,P0020,242,236.13,0.05,Snowy,1,North,35.59,Summer
2022-10-01,S005,P0001,136,155.17,0.10,Sunny,1,South,33.77,Spring
2022-10-01,S005,P0002,157,164.65,0.15,Snowy,0,South,6.94,Spring
2022-10-01,S005,P0003,66,74.89,0.00,Rainy,1,East,96.26,Spring
2022-10-01,S005,P0004,11,24.66,0.20,Cloudy,1,South,57.90,Autumn
2022-10-01,S005,P0005,156,156.91,0.20,Sunny,1,South,24.95,Winter
2022-10-01,S005,P0006,195,196.02,0.15,Snowy,0,West,36.75,Winter
2022-10-01,S005,P0007,148,147.55,0.05,Snowy,1,South,52.23,Autumn
2022-10-01,S005,P0008,58,51.85,0.05,Sunny,0,North,14.72,Spring
2022-10-01,S005,P0009,190,205.90,0.00,Snowy,1,South,29.41,Winter
2022-10-01,S005,P0010,208,204.57,0.15,Snowy,0,East,26.42,Winter
2022-10-01,S005,P0011,88,103.54,0.15,Rainy,1,South,16.93,Summer
2022-10-01,S005,P0012,60,71.30,0.10,Snowy,1,South,44.82,Spring
2022-10-01,S005,P0013,205,215.08,0.15,Cloudy,1,East,100.93,Summer
2022-10-01,S005,P0014,63,58.25,0.20,Sunny,1,South,84.47,Spring
2022-10-01,S005,P0015,155,164.73,0.20,Rainy,1,West,41.36,Winter
2022-10-01,S005,P0016,33,28.31,0.10,Snowy,1,West,68.63,Spring
2022-10-01,S005,P0017,40,42.09,0.05,Cloudy,0,East,101.04,Autumn
2022-10-01,S005,P0018,39,52.35,0.05,Snowy,1,East,89.57,Autumn
2022-10-01,S005,P0019,414,423.60,0.05,Rainy,0,North,51.56,Winter
2022-10-01,S005,P0020,89,81.59,0.05,Rainy,0,North,35.35,Spring
2022-10-02,S001,P0001,336,348.68,0.20,Snowy,0,South,79.48,Spring
2022-10-02,S001,P0002,87,105.38,0.00,Sunny,1,North,85.15,Spring
2022-10-02,S001,P0003,14,15.29,0.20,Rainy,1,North,86.73,Autumn
2022-10-02,S001,P0004,83,85.18,0.05,Rainy,0,East,41.11,Spring
2022-10-02,S001,P0005,12,22.06,0.10,Rainy,0,East,52.95,Autumn
2022-10-02,S001,P0006,83,93.93,0.05,Snowy,0,East,50.32,Autumn
2022-10-02,S001,P0007,382,377.78,0.15,Cloudy,1,West,20.77,Winter
2022-10-02,S001,P0008,12,28.13,0.00,Rainy,0,West,94.86,Summer
2022-10-02,S001,P0009,9,13.82,0.20,Cloudy,0,North,85.05,Autumn
2022-10-02,S001,P0010,279,276.65,0.10,Cloudy,0,South,12.15,Autumn
2022-10-02,S001,P0011,151,168.47,0.00,Rainy,1,South,36.41,Autumn
2022-10-02,S001,P0012,25,37.30,0.20,Rainy,1,East,58.04,Winter
2022-10-02,S001,P0013,228,241.52,0.10,Cloudy,1,South,25.45,Winter
2022-10-02,S001,P0014,197,213.62,0.15,Rainy,0,West,45.30,Summer
2022-10-02,S001,P0015,62,65.44,0.20,Sunny,1,East,31.23,Spring
2022-10-02,S001,P0016,168,181.90,0.00,Sunny,1,West,53.18,Autumn
2022-10-02,S001,P0017,99,102.42,0.10,Rainy,0,South,10.00,Spring
2022-10-02,S001,P0018,7,10.97,0.20,Sunny,1,South,39.06,Summer
2022-10-02,S001,P0019,281,272.27,0.05,Cloudy,1,North,23.74,Autumn
2022-10-02,S001,P0020,40,55.58,0.10,Sunny,1,East,41.74,Winter
2022-10-02,S002,P0001,179,175.21,0.05,Sunny,1,West,20.67,Winter
2022-10-02,S002,P0002,68,70.19,0.00,Snowy,0,North,11.86,Spring
2022-10-02,S002,P0003,175,185.43,0.05,Snowy,1,South,59.51,Autumn
2022-10-02,S002,P0004,230,234.92,0.00,Snowy,0,West,6.19,Winter
2022-10-02,S002,P0005,396,411.12,0.05,Cloudy,0,East,63.91,Spring
2022-10-02,S002,P0006,27,17.11,0.15,Rainy,1,North,49.28,Summer
2022-10-02,S002,P0007,56,62.35,0.10,Snowy,1,South,102.38,Spring
2022-10-02,S002,P0008,172,186.51,0.20,Sunny,1,East,16.81,Spring
2022-10-02,S002,P0009,428,418.94,0.10,Sunny,1,East,38.29,Spring
2022-10-02,S002,P0010,59,49.32,0.10,Snowy,1,South,39.09,Winter
2022-10-02,S002,P0011,28,30.46,0.10,Cloudy,1,North,82.86,Summer
2022-10-02,S002,P0012,23,37.21,0.00,Rainy,0,South,93.16,Summer
2022-10-02,S002,P0013,318,315.11,0.05,Cloudy,1,West,64.58,Summer
2022-10-02,S002,P0014,355,364.44,0.10,Sunny,0,North,22.59,Winter
2022-10-02,S002,P0015,89,103.11,0.20,Snowy,0,North,17.68,Summer
2022-10-02,S002,P0016,170,160.32,0.15,Snowy,0,East,27.20,Summer
2022-10-02,S002,P0017,54,69.61,0.15,Cloudy,1,North,50.47,Autumn
2022-10-02,S002,P0018,162,179.16,0.20,Sunny,1,North,59.26,Spring
2022-10-02,S002,P0019,393,404.09,0.05,Cloudy,1,East,38.38,Autumn
2022-10-02,S002,P0020,215,216.18,0.15,Rainy,0,East,69.99,Summer
2022-10-02,S003,P0001,221,213.83,0.15,Cloudy,1,South,34.68,Summer
2022-10-02,S003,P0002,8,25.54,0.05,Cloudy,1,East,65.98,Autumn
2022-10-02,S003,P0003,109,104.70,0.10,Sunny,1,South,96.64,Spring
2022-10-02,S003,P0004,189,191.52,0.10,Cloudy,1,East,72.48,Summer
2022-10-02,S003,P0005,88,85.97,0.20,Rainy,1,East,67.78,Spring
2022-10-02,S003,P0006,29,30.08,0.15,Snowy,0,North,51.03,Spring
2022-10-02,S003,P0007,27,20.81,0.20,Cloudy,1,North,43.78,Spring
2022-10-02,S003,P0008,84,92.16,0.00,Cloudy,0,North,101.87,Summer
2022-10-02,S003,P0009,365,380.06,0.20,Snowy,1,West,89.80,Spring
2022-10-02,S003,P0010,44,60.91,0.15,Cloudy,0,North,64.06,Spring
2022-10-02,S003,P0011,159,171.43,0.15,Rainy,1,South,53.37,Spring
2022-10-02,S003,P0012,428,420.81,0.20,Cloudy,1,East,75.88,Spring
2022-10-02,S003,P0013,290,307.24,0.20,Sunny,1,West,64.92,Winter
2022-10-02,S003,P0014,6,8.50,0.10,Cloudy,0,West,32.09,Autumn
2022-10-02,S003,P0015,27,39.78,0.20,Snowy,1,South,42.59,Autumn
2022-10-02,S003,P0016,383,383.96,0.20,Rainy,1,West,18.30,Summer
2022-10-02,S003,P0017,43,55.80,0.00,Rainy,0,North,89.79,Autumn
2022-10-02,S003,P0018,178,177.30,0.00,Cloudy,0,East,12.36,Winter
2022-10-02,S003,P0019,127,141.75,0.15,Sunny,0,North,77.11,Winter
2022-10-02,S003,P0020,43,34.11,0.20,Cloudy,1,South,11.97,Winter
2022-10-02,S004,P0001,118,114.94,0.05,Rainy,0,East,95.13,Summer
2022-10-02,S004,P0002,154,147.69,0.05,Cloudy,0,North,31.59,Winter
2022-10-02,S004,P0003,28,47.10,0.20,Cloudy,0,South,21.94,Spring
2022-10-02,S004,P0004,162,160.93,0.20,Rainy,1,North,25.20,Spring
2022-10-02,S004,P0005,50,52.87,0.05,Snowy,1,South,79.46,Summer
2022-10-02,S004,P0006,126,139.52,0.20,Cloudy,0,West,77.04,Spring
2022-10-02,S004,P0007,39,45.08,0.20,Cloudy,1,North,39.48,Summer
2022-10-02,S004,P0008,117,129.88,0.00,Rainy,1,South,75.81,Summer
2022-10-02,S004,P0009,9,18.38,0.20,Snowy,1,West,86.84,Spring
2022-10-02,S004,P0010,454,463.93,0.15,Cloudy,0,East,70.61,Summer
2022-10-02,S004,P0011,64,60.80,0.20,Rainy,0,West,28.11,Summer
2022-10-02,S004,P0012,227,243.24,0.05,Sunny,1,South,84.29,Spring
2022-10-02,S004,P0013,325,340.28,0.20,Sunny,1,South,97.22,Autumn
2022-10-02,S004,P0014,145,153.76,0.05,Snowy,1,South,87.69,Autumn
2022-10-02,S004,P0015,16,20.38,0.10,Sunny,1,East,44.39,Summer
2022-10-02,S004,P0016,31,37.24,0.00,Snowy,0,South,74.70,Autumn
2022-10-02,S004,P0017,299,298.25,0.00,Snowy,0,North,49.64,Spring
2022-10-02,S004,P0018,85,103.78,0.10,Sunny,0,South,35.12,Summer
2022-10-02,S004,P0019,36,33.99,0.00,Snowy,1,West,41.97,Winter
2022-10-02,S004,P0020,65,58.27,0.10,Rainy,0,East,65.27,Summer
2022-10-02,S005,P0001,26,41.25,0.00,Snowy,0,South,25.39,Summer
2022-10-02,S005,P0002,136,136.14,0.15,Cloudy,0,West,23.81,Autumn
2022-10-02,S005,P0003,47,48.34,0.15,Cloudy,0,North,39.51,Autumn
2022-10-02,S005,P0004,6,1.27,0.10,Sunny,1,South,46.56,Spring
2022-10-02,S005,P0005,157,171.44,0.00,Rainy,1,East,81.46,Summer
2022-10-02,S005,P0006,46,57.89,0.15,Snowy,0,North,10.63,Spring
2022-10-02,S005,P0007,84,95.24,0.00,Snowy,1,North,38.00,Spring
2022-10-02,S005,P0008,62,64.69,0.05,Cloudy,1,North,40.76,Winter
2022-10-02,S005,P0009,38,46.91,0.00,Snowy,1,West,74.87,Winter
2022-10-02,S005,P0010,177,171.72,0.05,Sunny,0,South,55.35,Winter
2022-10-02,S005,P0011,235,237.55,0.00,Rainy,1,East,72.86,Winter
2022-10-02,S005,P0012,138,132.15,0.05,Rainy,0,North,33.87,Summer
2022-10-02,S005,P0013,5,20.54,0.20,Snowy,1,South,27.26,Summer
2022-10-02,S005,P0014,274,278.85,0.10,Cloudy,0,North,37.43,Autumn
2022-10-02,S005,P0015,42,33.21,0.20,Cloudy,1,North,52.73,Summer
2022-10-02,S005,P0016,237,251.68,0.00,Sunny,0,West,41.75,Autumn
2022-10-02,S005,P0017,159,159.26,0.00,Cloudy,1,West,93.74,Spring
2022-10-02,S005,P0018,400,409.70,0.10,Sunny,0,East,17.51,Autumn
2022-10-02,S005,P0019,29,44.77,0.15,Sunny,1,East,15.32,Autumn
2022-10-02,S005,P0020,236,251.08,0.15,Snowy,0,West,94.06,Winter
2022-10-03,S001,P0001,125,134.23,0.05,Rainy,1,North,85.33,Autumn
2022-10-03,S001,P0002,163,153.31,0.00,Rainy,1,North,50.99,Spring
2022-10-03,S001,P0003,120,137.79,0.00,Snowy,0,East,61.65,Winter
2022-10-03,S001,P0004,218,233.21,0.05,Cloudy,1,North,101.88,Winter
2022-10-03,S001,P0005,129,139.55,0.10,Cloudy,1,South,23.08,Spring
2022-10-03,S001,P0006,35,50.79,0.00,Sunny,1,North,60.93,Winter
2022-10-03,S001,P0007,387,398.57,0.00,Sunny,1,North,48.03,Winter
2022-10-03,S001,P0008,179,173.86,0.05,Cloudy,0,South,31.65,Winter
2022-10-03,S001,P0009,341,343.81,0.20,Cloudy,1,North,14.62,Summer
2022-10-03,S001,P0010,28,26.01,0.20,Snowy,1,North,67.90,Summer
2022-10-03,S001,P0011,87,86.13,0.05,Rainy,1,North,93.29,Autumn
2022-10-03,S001,P0012,52,44.34,0.20,Rainy,1,West,29.76,Summer
2022-10-03,S001,P0013,31,41.10,0.00,Rainy,1,East,33.38,Summer
2022-10-03,S001,P0014,59,61.48,0.10,Sunny,1,South,82.42,Winter
2022-10-03,S001,P0015,7,18.56,0.15,Sunny,1,North,38.54,Summer
2022-10-03,S001,P0016,1,2.92,0.05,Rainy,0,East,91.24,Spring
2022-10-03,S001,P0017,413,419.39,0.15,Cloudy,1,West,65.91,Summer
2022-10-03,S001,P0018,4,17.48,0.20,Snowy,0,South,78.71,Spring
2022-10-03,S001,P0019,78,84.56,0.05,Rainy,0,West,65.96,Autumn
2022-10-03,S001,P0020,202,215.00,0.10,Cloudy,1,North,43.66,Autumn
2022-10-03,S002,P0001,203,201.17,0.10,Sunny,1,North,67.31,Autumn
2022-10-03,S002,P0002,27,33.21,0.05,Rainy,0,East,58.96,Winter
2022-10-03,S002,P0003,30,41.07,0.15,Cloudy,1,North,69.40,Autumn
2022-10-03,S002,P0004,245,263.38,0.15,Rainy,1,South,71.27,Summer
2022-10-03,S002,P0005,22,23.42,0.00,Sunny,0,East,41.06,Autumn
2022-10-03,S002,P0006,107,103.60,0.05,Cloudy,1,North,91.31,Spring
2022-10-03,S002,P0007,243,235.81,0.05,Sunny,0,South,93.03,Summer
2022-10-03,S002,P0008,143,150.23,0.05,Cloudy,1,East,83.67,Autumn
2022-10-03,S002,P0009,300,316.91,0.05,Sunny,1,South,42.36,Spring
2022-10-03,S002,P0010,414,429.96,0.20,Rainy,1,North,93.20,Autumn
2022-10-03,S002,P0011,35,44.33,0.10,Snowy,0,West,13.33,Spring
2022-10-03,S002,P0012,123,118.11,0.10,Sunny,1,South,39.83,Autumn
2022-10-03,S002,P0013,188,195.87,0.20,Rainy,0,North,76.30,Autumn
2022-10-03,S002,P0014,42,57.52,0.05,Rainy,1,North,79.03,Spring
2022-10-03,S002,P0015,64,66.96,0.05,Snowy,0,East,16.77,Spring
2022-10-03,S002,P0016,13,28.14,0.05,Sunny,1,North,47.80,Winter
2022-10-03,S002,P0017,101,115.61,0.15,Rainy,0,South,87.60,Winter
2022-10-03,S002,P0018,23,22.34,0.10,Snowy,1,West,59.60,Summer
2022-10-03,S002,P0019,38,51.30,0.05,Cloudy,0,North,29.59,Summer
2022-10-03,S002,P0020,291,293.93,0.15,Cloudy,1,East,78.50,Winter
2022-10-03,S003,P0001,187,193.77,0.15,Rainy,0,East,70.47,Spring
2022-10-03,S003,P0002,15,8.27,0.15,Rainy,0,South,77.13,Winter
2022-10-03,S003,P0003,5,21.36,0.10,Snowy,1,West,51.37,Spring
2022-10-03,S003,P0004,3,13.96,0.05,Snowy,0,East,43.03,Winter
2022-10-03,S003,P0005,158,161.47,0.05,Cloudy,0,West,65.25,Winter
2022-10-03,S003,P0006,172,164.16,0.00,Snowy,0,South,92.57,Autumn
2022-10-03,S003,P0007,266,266.04,0.10,Cloudy,1,North,92.18,Summer
2022-10-03,S003,P0008,6,1.48,0.05,Rainy,0,West,65.77,Winter
2022-10-03,S003,P0009,50,49.55,0.05,Rainy,1,South,33.37,Spring
2022-10-03,S003,P0010,16,15.60,0.15,Sunny,1,East,88.06,Autumn
2022-10-03,S003,P0011,36,41.31,0.20,Cloudy,0,West,30.39,Winter
2022-10-03,S003,P0012,313,315.18,0.00,Rainy,0,East,58.22,Summer
2022-10-03,S003,P0013,92,108.56,0.05,Cloudy,1,East,53.87,Winter
2022-10-03,S003,P0014,94,91.72,0.05,Rainy,1,North,54.17,Autumn
2022-10-03,S003,P0015,31,48.64,0.20,Sunny,1,West,61.37,Winter
2022-10-03,S003,P0016,278,287.79,0.05,Sunny,0,East,76.75,Winter
2022-10-03,S003,P0017,354,359.00,0.10,Sunny,1,South,80.44,Winter
2022-10-03,S003,P0018,46,64.24,0.20,Sunny,1,North,35.66,Spring
2022-10-03,S003,P0019,85,76.42,0.10,Sunny,1,South,45.22,Summer
2022-10-03,S003,P0020,256,271.20,0.20,Snowy,1,East,71.14,Winter
2022-10-03,S004,P0001,117,113.91,0.10,Sunny,0,West,15.13,Summer
2022-10-03,S004,P0002,409,412.99,0.10,Snowy,0,West,84.81,Summer
2022-10-03,S004,P0003,7,24.88,0.15,Snowy,1,South,17.12,Spring
2022-10-03,S004,P0004,93,95.19,0.20,Rainy,1,North,75.36,Summer
2022-10-03,S004,P0005,105,111.14,0.05,Sunny,1,North,100.48,Winter
2022-10-03,S004,P0006,326,319.67,0.15,Cloudy,1,West,51.44,Winter
2022-10-03,S004,P0007,180,193.14,0.15,Cloudy,1,North,52.27,Autumn
2022-10-03,S004,P0008,43,34.52,0.20,Rainy,1,South,24.44,Winter
2022-10-03,S004,P0009,81,87.67,0.05,Rainy,1,East,18.40,Winter
2022-10-03,S004,P0010,176,168.99,0.15,Cloudy,1,South,75.86,Summer
2022-10-03,S004,P0011,75,84.32,0.05,Sunny,1,East,74.81,Winter
2022-10-03,S004,P0012,27,39.23,0.15,Sunny,1,South,77.29,Winter
2022-10-03,S004,P0013,53,70.86,0.10,Rainy,0,West,86.96,Autumn
2022-10-03,S004,P0014,360,354.97,0.15,Cloudy,1,East,63.37,Summer
2022-10-03,S004,P0015,134,132.41,0.00,Rainy,1,South,91.73,Autumn
2022-10-03,S004,P0016,104,100.46,0.15,Snowy,1,South,32.43,Summer
2022-10-03,S004,P0017,3,-0.08,0.10,Cloudy,0,West,61.95,Summer
2022-10-03,S004,P0018,131,147.42,0.10,Snowy,0,South,33.80,Spring
2022-10-03,S004,P0019,27,32.88,0.15,Cloudy,1,North,21.67,Summer
2022-10-03,S004,P0020,4,1.98,0.15,Rainy,1,East,60.10,Summer
2022-10-03,S005,P0001,74,64.76,0.15,Cloudy,0,North,15.23,Winter
2022-10-03,S005,P0002,162,167.83,0.10,Sunny,1,East,93.36,Autumn
2022-10-03,S005,P0003,129,144.84,0.10,Snowy,0,South,91.19,Summer
2022-10-03,S005,P0004,57,73.79,0.20,Rainy,1,East,22.97,Spring
2022-10-03,S005,P0005,67,83.42,0.10,Sunny,1,North,40.96,Summer
2022-10-03,S005,P0006,376,381.07,0.00,Rainy,0,West,55.87,Summer
2022-10-03,S005,P0007,34,45.69,0.20,Cloudy,0,East,24.62,Winter
2022-10-03,S005,P0008,27,27.89,0.10,Rainy,0,East,76.11,Autumn
2022-10-03,S005,P0009,66,80.84,0.00,Sunny,0,West,82.68,Summer
2022-10-03,S005,P0010,79,70.61,0.15,Rainy,0,South,50.74,Summer
2022-10-03,S005,P0011,236,247.04,0.05,Rainy,1,South,65.30,Winter
2022-10-03,S005,P0012,152,161.98,0.15,Snowy,1,West,29.35,Winter
2022-10-03,S005,P0013,0,5.93,0.10,Cloudy,0,East,21.10,Spring
2022-10-03,S005,P0014,208,214.10,0.00,Sunny,1,West,34.31,Spring
2022-10-03,S005,P0015,326,331.46,0.20,Cloudy,0,East,74.35,Autumn
2022-10-03,S005,P0016,45,60.35,0.20,Snowy,1,South,80.60,Autumn
2022-10-03,S005,P0017,147,140.77,0.05,Cloudy,0,West,44.64,Winter
2022-10-03,S005,P0018,108,98.44,0.15,Rainy,1,North,44.34,Spring
2022-10-03,S005,P0019,38,34.77,0.05,Cloudy,1,South,82.92,Winter
2022-10-03,S005,P0020,20,24.59,0.10,Snowy,0,East,49.30,Summer
2022-10-04,S001,P0001,17,15.47,0.00,Rainy,0,South,38.79,Winter
2022-10-04,S001,P0002,37,32.10,0.05,Rainy,1,South,20.96,Summer
2022-10-04,S001,P0003,22,40.57,0.05,Sunny,1,South,88.07,Summer
2022-10-04,S001,P0004,65,61.62,0.10,Cloudy,0,East,36.53,Summer
2022-10-04,S001,P0005,67,71.83,0.00,Rainy,0,North,82.83,Summer
